id_paper,id_site,title,authors,authors_full,year,nurse_species,exp_type,variable,umbrella,unidad,mean_island,mean_bs,sd_island,sd_bs,n_island,n_bs,rii,sd_rii,n_rii,mean_island_nit,mean_bs_nit,sd_island_nit,sd_bs_nit,mean_island_p,mean_bs_p,sd_island_p,sd_bs_p,n_island_fi,n_bs_fi,id_es,orig_RII,orig_RIIV,RII,RIIV,nit.RII,nit.RIIV,p.RII,p.RIIV
6,2,Patch dynamics in arid lands: localized effects of Acacia papyrocarpa on soils and vegetation of open woodlands of south Australia,Facelli & Brock,"José M. Facelli, Daniel J. Brock",2000,Acacia papyrocarpa,field,frecuency,cover,%,0,0.217096292189436,NA,0.013471416663078314,10,10,NA,NA,NA,1.4209,0.3821,0.1313,0.1075,477.668,258.8933,108.498,35.5731,8,8,11,-1,2.922218636849748e-4,-1,NA,0.576150859678314,0.0017266388376374602,0.29702171428230073,0.004706872056999058
6,2,Patch dynamics in arid lands: localized effects of Acacia papyrocarpa on soils and vegetation of open woodlands of south Australia,Facelli & Brock,"José M. Facelli, Daniel J. Brock",2000,Acacia papyrocarpa,field,frecuency,cover,%,0.16686360295734673,0.2315521882213731,0.015362057092477939,0.013045072235203441,10,10,NA,NA,NA,1.4209,0.3821,0.1313,0.1075,477.668,258.8933,108.498,35.5731,8,8,12,-0.3125070092584516,5.360338933267234e-5,-0.16236451138807553,2.491577225965382e-4,0.576150859678314,0.0017266388376374602,0.29702171428230073,0.004706872056999058
6,2,Patch dynamics in arid lands: localized effects of Acacia papyrocarpa on soils and vegetation of open woodlands of south Australia,Facelli & Brock,"José M. Facelli, Daniel J. Brock",2000,Acacia papyrocarpa,field,emergence,emergence,%,0.7665256825022396,0.489115996850736,0.8653474694054015,0.6085092159584093,10,10,NA,NA,NA,1.4209,0.3821,0.1313,0.1075,477.668,258.8933,108.498,35.5731,8,8,13,0.37096712148821676,0.009271532750507726,0.22093061277995418,0.08505432970344176,0.576150859678314,0.0017266388376374602,0.29702171428230073,0.004706872056999058
16,3,Moms are better nurses than dads: gender biased self-facilitation in a dioecious Juniperus tree,Montesinos et al.,"Montesinos, Daniel*; Verdú, Miguel & García-Fayos, Patricio",2007,Juniperus thurifera,field,survival,survival,%,1.3845155629759984,1.0464357835770388,0.429035821051772,1.7242880794792266,5,10,NA,NA,NA,2.34,0.81,0.87,0.27,7.72,3.11,3.28,1.36,15,15,17,0.126153982504188,0.00406391820249981,0.13907303405242527,0.04537354105487361,0.48571428571428565,0.011354814506301388,0.4256694367497691,0.012775808353681582
16,3,Moms are better nurses than dads: gender biased self-facilitation in a dioecious Juniperus tree,Montesinos et al.,"Montesinos, Daniel*; Verdú, Miguel & García-Fayos, Patricio",2007,Juniperus thurifera,field,survival,survival,%,1.2464166433541564,1.0464357835770388,0.6302307357530041,1.7242880794792266,5,10,NA,NA,NA,1.47,0.81,0.47,0.27,9.22,3.11,3.82,1.36,15,15,18,0.09047268498935222,0.005465016877020895,0.08721924596114386,0.06498069338723737,0.28947368421052627,0.005182404657786598,0.49553933495539343,0.014518556307608805
44,7,"
Interactions of the indigenous evergreen shrub Sabina vulgaris with coexisting species in the Mu Us sandland",Ning et al.,"Ning, L., Liu, C.-X., He, W.-M., Yu, F.-H.",2013,Juniperus sabina,field,cover,cover,%,0.24197068010550438,0.5780729530656696,0.7391061677946609,0.9579938077812952,40,40,NA,NA,NA,0.0513,0.0244,0.0155,0.0052,0.0404,0.0364,0.0069,0.0035,40,40,23,-0.6774209859514974,0.011820000173363925,-0.4098590115997011,0.07489046791111238,0.3553500660501981,0.0019743951401636054,0.05208333333333329,2.7002001434196657e-4
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,survival,survival,%,0.9875452852535932,0.9310973877695785,0.4424857627355121,0.9111480963826598,8,8,NA,NA,NA,1.4,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,44,0.03957156851553832,0.002541850346021361,0.029420745341325452,0.03360135504405809,0.47368421052631576,0.006782852638229192,NA,NA
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,survival,survival,%,0.4489817010320818,1.072785688029824,0.3739781785624331,1.0314817934312408,8,8,NA,NA,NA,1.4,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,45,-0.6075945016824252,0.01587679100097508,-0.4099207221034527,0.11679177496565081,0.47368421052631576,0.006782852638229192,NA,NA
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,survival,survival,%,1.0571441811675109,0.8765095546998103,0.4278222750248654,1.3076584677245864,8,8,NA,NA,NA,1.4,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,46,0.12448820461735047,0.0037930571268363533,0.09341622190008012,0.05430038240976992,0.47368421052631576,0.006782852638229192,NA,NA
89,20,"
Shrub facilitation of tree establishment varies with ontogenetic stage across environmental gradients",Urza et al.,"Urza, A.K., Weisberg, P.J., Chambers, J.C., Sullivan, B.W.",2019,Artemisia tridentata,field,emergence,emergence,%,0.46151920500032334,0.37142488296656223,0.9345843827164702,0.9892514247116997,5,5,NA,NA,NA,15.4737,20.8421,10.3923,12.3067,NA,NA,NA,NA,12,12,53,0.20171621801786507,0.059510891920743,0.10816370910761887,0.533581496278432,-0.14782546439841612,0.017564205976474585,NA,NA
89,20,"
Shrub facilitation of tree establishment varies with ontogenetic stage across environmental gradients",Urza et al.,"Urza, A.K., Weisberg, P.J., Chambers, J.C., Sullivan, B.W.",2019,Artemisia tridentata,field,emergence,emergence,%,0.5162068993605246,0.5178545941537904,0.6408569444335889,1.125237042939984,5,5,NA,NA,NA,15.4737,20.8421,10.3923,12.3067,NA,NA,NA,NA,12,12,54,-0.0028976728576456897,0.029004328502314825,-0.0015934205108693227,0.31415186256706473,-0.14782546439841612,0.017564205976474585,NA,NA
89,20,"
Shrub facilitation of tree establishment varies with ontogenetic stage across environmental gradients",Urza et al.,"Urza, A.K., Weisberg, P.J., Chambers, J.C., Sullivan, B.W.",2019,Artemisia tridentata,field,emergence,emergence,%,0.4057673898931158,0.30086106834406234,1.0213620199090292,0.43372773386391256,5,5,NA,NA,NA,15.4737,20.8421,10.3923,12.3067,NA,NA,NA,NA,12,12,55,0.27906709464507073,0.0969138312920302,0.14846036884894592,0.6057487623150694,-0.14782546439841612,0.017564205976474585,NA,NA
113,21,"
Resource islands of Salix cupularis facilitating seedling emergence of the companion herbs in the restoration process of desertified alpine meadow, the Tibetan Plateau",Li et al.,"Li, Q., Shen, X., Huang, Q., ...Gao, W., Liu, L.",2021,Salix cupularis,field,emergence_rate,emergence,%,0.5202308681191377,0.37577459743338437,0.4388638139660739,0.4299979713279248,3,3,NA,NA,NA,0.169,0.142,0.0225,0.0365,NA,NA,NA,NA,5,5,56,0.29442888837083814,0.018430658551786376,0.1612225329414417,0.1618432458550889,0.0868167202572348,0.003533743065904041,NA,NA
113,21,"
Resource islands of Salix cupularis facilitating seedling emergence of the companion herbs in the restoration process of desertified alpine meadow, the Tibetan Plateau",Li et al.,"Li, Q., Shen, X., Huang, Q., ...Gao, W., Liu, L.",2021,Salix cupularis,field,emergence_rate,emergence,%,0.4345134567503646,0.4087479011318919,0.2000022248199577,0.226801108838223,3,3,NA,NA,NA,0.169,0.142,0.0225,0.0365,NA,NA,NA,NA,5,5,57,0.05740028043796055,0.0045041339639104675,0.03055464996425263,0.04257598737546284,0.0868167202572348,0.003533743065904041,NA,NA
113,21,"
Resource islands of Salix cupularis facilitating seedling emergence of the companion herbs in the restoration process of desertified alpine meadow, the Tibetan Plateau",Li et al.,"Li, Q., Shen, X., Huang, Q., ...Gao, W., Liu, L.",2021,Salix cupularis,field,emergence_rate,emergence,%,0.3961019921358051,0.36222804290991534,0.1954726264110139,0.2043735037936515,3,3,NA,NA,NA,0.169,0.142,0.0225,0.0365,NA,NA,NA,NA,5,5,58,0.08487014950934844,0.005376190385319808,0.04466913831765541,0.04626710819311851,0.0868167202572348,0.003533743065904041,NA,NA
140,27,The widely invasive tree P inus radiata facilitates regeneration of native woody species in a semi‐arid ecosystem.,Becerra & Montenegro,"Becerra, P. I., & Montenegro, G.",2013,Pinus radiata,field,cover,cover,%,0.5425637214150021,1.139190381760126,2.6026006748462125,1.2178725295537003,20,20,NA,NA,NA,16.3,17,4.6,7,3.5,3.5,0.6,1,4,4,87,-0.5115426896299011,0.007869443714789462,-0.35476450404889825,0.0979792233871697,-0.021021021021021002,0.016088487808645593,0,0.006938775510204081
140,27,The widely invasive tree P inus radiata facilitates regeneration of native woody species in a semi‐arid ecosystem.,Becerra & Montenegro,"Becerra, P. I., & Montenegro, G.",2013,Pinus radiata,field,seedling_abundance,abundance,%,0.15146921595963908,0.04984030661910939,0.29703344643599583,0.05132311347559718,16,16,NA,NA,NA,16.3,17,4.6,7,3.5,3.5,0.6,1,4,4,88,0.8034059405940592,0.1701891030407482,0.5048390559903811,0.30913185166056883,-0.021021021021021002,0.016088487808645593,0,0.006938775510204081
141,28,Can native shrubs facilitate the establishment of trees under arid bioclimate? A case study from Tunisia.,Noumi,"Noumi, Z.",2020,Retama raetam,field,survival_rate,survival,%,0.20474750448869708,0.35386314146557984,0.7403210382945339,1.1271103520874572,4,4,NA,NA,NA,1.3246,0.4649,0.7895,0.1404,0.062,0.0212,0.0201,0.0061,4,4,89,-0.4878018560507502,0.3918284450582771,-0.2669401989683671,1.869640100984885,0.4804135233305393,0.1070620438779038,0.4903846153846154,0.03275924581910569
142,29,Effect of a native tree on seedling establishment of two exotic invasive species in a semiarid ecosystem.,Becerra & Bustamante,"Becerra, P. I., & Bustamante, R. O.",2011,Lithraea caustica,field,cover,cover,%,1.0187808329210963,0.9966251944908262,0.567620502013962,0.8909479651478232,10,10,NA,NA,NA,21,20.3,1.5,2.9,15.3,21.7,6.3,4.8,4,4,92,0.013986013986013986,0.002142934087819316,0.010993138915398217,0.027222680152642304,0.016949152542372864,0.0015322609587742307,-0.17297297297297293,0.010746322060911521
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,cover,cover,%,0.33457598396807053,0.2946733251784528,0.36203562224889607,0.20419239270163533,8,8,NA,NA,NA,16.4865,27.027,6.88,10.7022,5.0556,3.2778,2.5142,0.7857,8,8,93,0.12217053295451005,0.008729467571535436,0.06341311497622358,0.05833816950768404,-0.24223516839601505,0.01346287161272084,0.21333429332565337,0.017438074563509407
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,cover,cover,%,0.24473730389071618,0.1673391892793852,0.1661898528184975,0.04465064278304046,8,8,NA,NA,NA,16.4865,27.027,6.88,10.7022,5.0556,3.2778,2.5142,0.7857,8,8,94,0.3582103363716282,0.0084132257184718,0.1878246293932174,0.0296539434646378,-0.24223516839601505,0.01346287161272084,0.21333429332565337,0.017438074563509407
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,cover,cover,%,0.24746706317044775,0.18259769361581904,0.21539929542130107,0.1163906842056595,8,8,NA,NA,NA,16.4865,27.027,6.88,10.7022,5.0556,3.2778,2.5142,0.7857,8,8,95,0.29069729921590143,0.011755143475952788,0.15083628344572172,0.04813140807207851,-0.24223516839601505,0.01346287161272084,0.21333429332565337,0.017438074563509407
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,cover,cover,%,0.03759875031160167,0.05061805528531295,0.027235093926887367,0.050305071883462414,8,8,NA,NA,NA,16.4865,27.027,6.88,10.7022,5.0556,3.2778,2.5142,0.7857,8,8,96,-0.288698716335263,0.07181905976192703,-0.1475830470806192,0.06218727235712858,-0.24223516839601505,0.01346287161272084,0.21333429332565337,0.017438074563509407
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,cover,cover,%,0.05205234047541603,0.08725423303753667,0.02330216094679806,0.05402029948329994,8,8,NA,NA,NA,16.4865,27.027,6.88,10.7022,5.0556,3.2778,2.5142,0.7857,8,8,97,-0.47441995922725944,0.026427737343181216,-0.2526936933011821,0.03144974822767848,-0.24223516839601505,0.01346287161272084,0.21333429332565337,0.017438074563509407
148,32,Effect of the canopy of Retama sphaerocarpa on its understorey in a semiarid environment.,Moro et al.,"Moro, M. J., Pugnaire, F. I., Haase, P., & Puigdefábregas, J.",1997,Retama sphaerocarpa,glasshouse,germination_rate,emergence,%,1.3191508030687014,1.0266508628351458,0.22172901416252638,0.5646794717415065,10,10,NA,NA,NA,1.7,0.9,0.4899,0.2449,NA,NA,NA,NA,6,6,110,0.12335329341317362,4.729588220101976e-4,0.12469082296471728,0.005569736480846224,0.30769230769230765,0.010827503369980042,NA,NA
94,33,"
Conspecific leaf litter and root competition inhibits shrub emergence in the Patagonian steppe",Campanella & Bisigato,"Campanella, M.V., Bisigato, A.J.",2019,Chuquiraga avellanedae,field,emergence,emergence,%,0.13381564772471605,0.36106464856843706,0.231150070498067,0.6227067627975649,4,4,NA,NA,NA,0.09,0.08,0.04,0.04,NA,NA,NA,NA,4,4,111,-0.7503506311360448,0.21039927242562,-0.4591999369259695,0.8587746314252238,0.058823529411764684,0.027777445193424413,NA,NA
6,2,Patch dynamics in arid lands: localized effects of Acacia papyrocarpa on soils and vegetation of open woodlands of south Australia,Facelli & Brock,"José M. Facelli, Daniel J. Brock",2000,Acacia papyrocarpa,field,biomass,biomass,g/plant,0.1509,0.0456,0.0197,0.0101,10,10,NA,NA,NA,1.4209,0.3821,0.1313,0.1075,477.668,258.8933,108.498,35.5731,8,8,14,0.5358778625954198,0.0024278499319378612,0.5358778625954198,0.0024278499319378612,0.576150859678314,0.0017266388376374602,0.29702171428230073,0.004706872056999058
8,2,Multiple effects of shrubs on annual plant communities in arid lands of South Australia,Facelli & Temby,"José M. Facelli, Amanda M. Temby",2002,Atriplex vesicaria,glasshouse,biomass,biomass,g/plant,47.8902,32.1829,12.0366,7.6829,10,10,NA,NA,NA,0.1,0.065,0.0199,0.025,9.7426,8.364,1.1949,0.8885,10,10,15,0.19616200696613476,0.0038279237156679485,0.19616200696613476,0.0038279237156679485,0.21212121212121213,0.003562179942846109,0.07613798283498828,7.098626658572376e-4
8,2,Multiple effects of shrubs on annual plant communities in arid lands of South Australia,Facelli & Temby,"José M. Facelli, Amanda M. Temby",2002,Maireana sedifolia,glasshouse,biomass,biomass,g/plant,24.0732,32.1829,7.939,7.6829,10,10,NA,NA,NA,0.0798,0.065,0.0301,0.025,4.7488,8.364,0.4596,0.8885,10,10,16,-0.144156811439115,0.0039003929388449934,-0.144156811439115,0.0039003929388449934,0.10220994475138118,0.00765224037290914,-0.2757000793118175,8.116204691272175e-4
23,4,Islands of fertility induce co-occurring negative and positive plant-soil feedbacks promoting coexistence,Bonanomi et al.,"Giuliano Bonanomi, Max Rietkerk, Stefan C. Dekker & Stefano Mazzoleni",2008,Medicago marina,field,biomass,biomass,g,1.6392,0.2975,1.447,0.3069,12,12,NA,NA,NA,1.42,0.16,0.6641,0.0632,39.8,6.3,8.1903,1.3914,10,10,19,0.6927763721794805,0.13349755618512568,0.6927763721794805,0.13349755618512568,0.7974683544303798,0.057085423328644705,0.7266811279826465,0.009417507902592279
31,5,"
Effects on soil, microclimate and vegetation of the native-invasive Retama monosperma (L.) in coastal dunes",Vallés et al.,"Vallés, S.M., Gallego Fernández, J.B., Dellafiore, C., Cambrollé, J.",2011,Retama monosperma,field,aboveground_biomass,biomass,g,41.5718,10.2506,18.2232,7.9727,4,4,NA,NA,NA,0.3685,0.1079,0.2157,0.053900000000000003,6.073,2.1314,1.8686,0.7591,4,4,20,0.6043950106517646,0.08050109812608408,0.6043950106517646,0.08050109812608408,0.5470193115029387,0.12331249830534817,0.4804251377309737,0.028999574972607575
38,6,Recruiting mechanisms of Cylindropuntia leptocaulis (Cactaceae) in the Southern Chihuahuan Desert,Flores-Torres & Montaña,"Flores-Torres, A., Montaña, C.",2012,Larrea tridentata,field,total_biomass,biomass,g,0.7515,0.3404,0.2898,0.162,7,7,NA,NA,NA,1.27,0.37,0.1212,0.0693,NA,NA,NA,NA,3,3,21,0.3764996794578258,0.020289599218847862,0.3764996794578258,0.020289599218847862,0.548780487804878,0.004488108589929402,NA,NA
44,7,"
Interactions of the indigenous evergreen shrub Sabina vulgaris with coexisting species in the Mu Us sandland",Ning et al.,"Ning, L., Liu, C.-X., He, W.-M., Yu, F.-H.",2013,Juniperus sabina,field,individuals,abundance,number,3.1862,10.9189,3.8491,4.0755,40,40,NA,NA,NA,0.0513,0.0244,0.0155,0.0052,0.0404,0.0364,0.0069,0.0035,40,40,22,-0.5482201473225997,0.005382799351432551,-0.5482201473225997,0.005382799351432551,0.3553500660501981,0.0019743951401636054,0.05208333333333329,2.7002001434196657e-4
48,8,"
Shrubs promote nucleation in the Brazilian semi-arid region",Vieira et al.,"Vieira, I.R., de Araújo, F.S., Zandavalli, R.B.",2013,Combretum leprosum,field,seedling density,abundance,number,1.3027,0.4355,1.7299,1.4848,15,15,NA,NA,NA,0.76,0.48,0.1039,0.052,NA,NA,NA,NA,3,3,24,0.4989069151996318,0.1605691255212548,0.4989069151996318,0.1605691255212548,0.22580645161290325,0.003867848168404761,NA,NA
54,9,"
Do tree canopies enhance perennial grass restoration in california oak savannas?",Stahlheber & D’Antonio,"Stahlheber, K.A., D'Antonio, C.M.",2014,Quercus agrifolia,field,biomass,biomass,g,1.4837,5.6051,0.4821,1.2193,5,5,NA,NA,NA,0.181,0.148,0.0045,0.0112,NA,NA,NA,NA,5,5,25,-0.5813960049655795,0.014959546534683784,-0.5813960049655795,0.014959546534683784,0.10030395136778117,2.3291326707251445e-4,NA,NA
54,9,"
Do tree canopies enhance perennial grass restoration in california oak savannas?",Stahlheber & D’Antonio,"Stahlheber, K.A., D'Antonio, C.M.",2014,Quercus agrifolia,field,biomass,biomass,g,1.3442,0.5453,0.1701,0.1418,5,5,NA,NA,NA,0.181,0.148,0.0045,0.0112,NA,NA,NA,NA,5,5,26,0.42281026726647264,0.003656500608070777,0.42281026726647264,0.003656500608070777,0.10030395136778117,2.3291326707251445e-4,NA,NA
58,10,"Rodent mounds facilitate shrubs and shrubs inhibit seedlings in the Mojave Desert, USA",Walker et al.,"Walker, L.R., Vrooman, S.S., Thompson, D.B.",2015,Coleogyne ramosissima,field,seedling_density,abundance,number/m²,3.1262,0.8058,11.6998,4.1294,201,201,NA,NA,NA,0.0808,0.0737,0.0106,0.0204,NA,NA,NA,NA,20,52,27,0.5901322482197354,0.1123000279557094,0.5901322482197354,0.1123000279557094,0.04595469255663427,5.626514770407271e-4,NA,NA
61,11,"
Regime shift by an exotic nitrogen-fixing shrub mediates plant facilitation in primary succession",Stinca et al.,"Stinca, A., Chirico, G.B., Incerti, G., Bonanomi, G.",2015,Genista aetnensis,field,biomass,biomass,g/m²,293.5,49.5,93.1128,30.6725,30,30,NA,NA,NA,4.44,0.46,2.7512,0.1581,53.43,8.08,35.0697,3.3836,10,10,28,0.7113702623906706,0.007216650103691298,0.7113702623906706,0.007216650103691298,0.8122448979591838,0.1035383717277734,0.7372784913022273,0.09813049246575928
67,13,"
The relative contribution of short-term versus long-term effects in shrub-understory species interactions under arid conditions",Noumi et al.,"Noumi, Z., Chaieb, M., Le Bagousse-Pinguet, Y., Michalet, R.",2016,Retama raetam,field,rii_biomass,rii_biomass,RII,NA,NA,NA,NA,NA,NA,0.1037,0.2965,10,NA,NA,NA,NA,0.0643,0.0217,0.0251,0.0064,5,5,29,0.1037,0.08791225,0.1037,0.2965,NA,NA,0.49534883720930234,0.03837687100389874
67,13,"
The relative contribution of short-term versus long-term effects in shrub-understory species interactions under arid conditions",Noumi et al.,"Noumi, Z., Chaieb, M., Le Bagousse-Pinguet, Y., Michalet, R.",2016,Hammada scoparia,field,rii_biomass,rii_biomass,RII,NA,NA,NA,NA,NA,NA,0.1688,0.3479,10,NA,NA,NA,NA,0.0302,0.0217,0.0085,0.0064,5,5,30,0.1688,0.12103441,0.1688,0.3479,NA,NA,0.16377649325626206,0.009392282870520824
67,13,"
The relative contribution of short-term versus long-term effects in shrub-understory species interactions under arid conditions",Noumi et al.,"Noumi, Z., Chaieb, M., Le Bagousse-Pinguet, Y., Michalet, R.",2016,Rhanterium suaveolens,field,rii_biomass,rii_biomass,RII,NA,NA,NA,NA,NA,NA,0.0625,0.2293,10,NA,NA,NA,NA,0.0576,0.0217,0.0149,0.0064,5,5,31,0.0625,0.05257849,0.0625,0.2293,NA,NA,0.45271122320302654,0.015291167363635607
71,14,Microclimate buffering and fertility island formation during Juniperus communis ontogenesis modulate competition–facilitation balance,Allegrezza et al.,"Allegrezza, M., Corti, G., Cocco, S., ...Saracino, A., Bonanomi, G.",2016,Juniperus communis,field,rii_cover,rii_cover,RII,NA,NA,NA,NA,NA,NA,-0.5,0.2449,10,11.29,5.88,3.24,1.21,63.47,19.13,11.85,5.17,10,10,32,-0.5,0.05997601,-0.5,0.2449,0.3150844496214327,0.006391213738992027,0.5368038740920098,0.004944916862584811
